name,smiles,inchikey,set
IPP/CNRS-A017,Cc1c(Oc2c(F)cccc2F)c(OC(C)C)nn1-c1ncc(C2CC2)cc1F,JNAABFZPXJJMPX-UHFFFAOYSA-N,chemical probe
A-1211212,CO[C@H]1CC[C@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,CSBKUBOVPUXFLO-MAVVKCOWSA-N,chemical probe
ACBI1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,IVARZBJJMMUJHI-SQKKEFIPSA-N,chemical probe
ICI-199441,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H](CN1CCCC1)c1ccccc1,AEJOEPSMZCEYJN-HXUWFJFHSA-N,chemical probe
MT1,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCOCCOCCOCCOCCOCCOCCOCCNC(=O)C[C@@H]1N=C(c3ccc(Cl)cc3)c3c(sc(C)c3C)-n3c(C)nnc31)c1nnc(C)n1-2,JNSLBXJNVHYNNW-CXNSMIOJSA-N,chemical probe
PDD00017273,Cc1cc(Cn2c(=O)n(Cc3cnc(C)s3)c(=O)c3cc(S(=O)(=O)NC4(C)CC4)ccc32)n(C)n1,IFWUBRBMMNTBRZ-UHFFFAOYSA-N,chemical probe
eCF309,CCOC(Cn1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21)OCC,PSICWGWNIOOULV-UHFFFAOYSA-N,chemical probe
AMG-232,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,DRLCSJFKKILATL-YWCVFVGNSA-N,chemical probe
GSK481,CN1C(=O)[C@@H](NC(=O)c2cc(Cc3ccccc3)on2)COc2ccccc21,KNOUWGGQMADIBV-KRWDZBQOSA-N,chemical probe
PF-05105679,C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1,BXNMZRPTQFVRFA-QGZVFWFLSA-N,chemical probe
BI01383298,O=C(NCc1ccc(F)cc1)C1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1,VUOYAALVGSMUHC-UHFFFAOYSA-N,chemical probe
TH257,CCCCN(Cc1ccccc1)C(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,VNCIWNGCMAKKEO-UHFFFAOYSA-N,chemical probe
BAY-6035,C[C@H]1CC(=O)Nc2cc(C(=O)NCCC3CC3)ccc2N1C(=O)N1CC2CC2C1,CKFRXCBNKKOFGO-IGEOTXOUSA-N,chemical probe
RUSKI-201,CCC(C)CNCC(=O)N1CCc2sccc2C1c1cccc(C)n1,KYOIGHSNTIJBPW-UHFFFAOYSA-N,chemical probe
SGC3027,CC1=C(C)C(=O)C(C(C)(C)CC(=O)N(CCCCSC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)Cc2cccc(-c3ccc(Cl)cc3)c2)=C(C)C1=O,MLJVGAYSVYMPSB-MSUKGTQXSA-N,chemical probe
CA93.0,COc1cc(Nc2ccnc3ccc(Br)cc23)cc(OC)c1OC,AUOSKLDNVNGKRR-UHFFFAOYSA-N,chemical probe
SGC-AAK1-1,CCN(CC)S(=O)(=O)Nc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1,UCBIQZUJJSVQHL-UHFFFAOYSA-N,chemical probe
LGH-447,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,VRQXRVAKPDCRCI-ZNMIVQPWSA-N,chemical probe
roblitinib,COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N,BHKDKKZMPODMIQ-UHFFFAOYSA-N,chemical probe
KISS1-305,CNC(=N)NCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc1ccncc1)NC(=O)[C@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,YSVWFFNZZGLLAI-XNTOLAJGSA-N,chemical probe
BAY-826,Cc1cc(C)c(-n2ccn3nc(-c4cccnc4)cc23)cc1NC(=O)c1cc(C#N)cc(S(F)(F)(F)(F)F)c1,MPASHPJAIUOWCK-UHFFFAOYSA-N,chemical probe
BAY-7598,O=C(c1ccc(OCCC2CCOCC2)cc1)[C@H]1CC[C@@H](Cn2nnc3ccccc3c2=O)[C@@H]1C(=O)O,ZGBAPSHWPBXEKN-OPHFCASCSA-N,chemical probe
BAY-707,CCNC(=O)c1cc2c(N3CCOC[C@H]3C)ccnc2[nH]1,RPMGXDCRCWWCRY-SNVBAGLBSA-N,chemical probe
BAY-474,CC1=C(C#N)C(c2ccc3[nH]nc(C)c3c2)C(C#N)=C(C)N1,QKVFMAAIXZONRN-UHFFFAOYSA-N,chemical probe
TP-004,Cc1nc(N2CC[C@@H](O)C2)ncc1-c1cc(C(F)(F)F)cc2[nH]ncc12,BNTAEJNPQLMGDJ-LLVKDONJSA-N,chemical probe
BI 99179,CCC(=O)N[C@H]1CC[C@@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1,YNFDIGJKJPNFFD-SJORKVTESA-N,chemical probe
A-216546,CCCCN(CCCC)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1CC(C)(C)CCC,OAEWNSKRLBVVBV-QSEAXJEQSA-N,chemical probe
CRTH2 antagonist,CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1,JTCAGRAKUAAYDY-OAHLLOKOSA-N,chemical probe
ERKi,C[C@@H](NC(=O)Nc1cc2[nH]ncc2c(CO)n1)c1ccccc1,RAXZSEGXMBWYQK-SNVBAGLBSA-N,chemical probe
MRK-560,O=S(=O)(NC1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C(F)(F)F,WDZVWDXOIGQJIO-UHFFFAOYSA-N,chemical probe
MRL-650,CC(=O)Nc1c(C(C)=O)c(=O)n(C)c2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc12,VHSIAYLBCLUAFT-UHFFFAOYSA-N,chemical probe
MRL-SYKi,Cc1cc(Nc2nccc(C)n2)cc(-c2cnc([C@@]3(O)CC[C@H](C(=O)O)C(C)(C)C3)s2)c1,OYKPWSZSBLRRPL-HOYKHHGWSA-N,chemical probe
Cortistatin-A,CN(C)[C@H]1C[C@@]23CC[C@@]4(O2)C(=CC[C@]2(C)[C@@H](c5ccc6ccncc6c5)CC[C@@H]42)C=C3[C@@H](O)[C@@H]1O,KSGZCKSNTAJOJS-DZBMUNJRSA-N,chemical probe
THZ531,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)C2)cc1,RUBYHLPRZRMTJO-MOVYNIQHSA-N,chemical probe
BI 831266,CC(C)NC(=O)[C@H]1CCC[C@H]1Nc1nc(Nc2ccc(C(=O)N(C)C3CCN(C)CC3)cc2)ncc1Cl,BFQXKVQNLASVSU-JTHBVZDNSA-N,chemical probe
BI-2545,O=C(NC[C@H]1[C@@H]2CN(C(=O)OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C[C@H]12)c1ccc2nn[nH]c2c1,ZDOBSAPHUUUOHX-OSYLJGHBSA-N,chemical probe
BI-3802,CNC(=O)COc1cc2cc(Nc3nc(N4C[C@@H](C)C[C@@H](C)C4)ncc3Cl)ccc2n(C)c1=O,GXTJETQFYHZHNB-GASCZTMLSA-N,chemical probe
BI-3812,CNC(=O)COc1cc2cc(Nc3nc(N4CCC(C(=O)N(C)C)CC4)ncc3Cl)cc(OC)c2n(C)c1=O,XCGYXEVLQIIEJH-UHFFFAOYSA-N,chemical probe
BI 639667,CS(=O)(=O)c1cc(C2(NC(=O)c3cncc4c3cnn4-c3ccc(F)cc3)CC2)ccn1,PXQATVYJKMMHAU-UHFFFAOYSA-N,chemical probe
BI-1347,CN(C)C(=O)Cn1cc(-c2ccc(-c3cncc4ccccc34)cc2)cn1,WULUGQONDYDNKY-UHFFFAOYSA-N,chemical probe
BI 665915,CN(C)C(=O)Cn1cc(-c2nc([C@@](C)(c3ccc(-c4cnc(N)nc4)cc3)C3CC3)no2)cn1,QGPXEIMWTKWHMH-DEOSSOPVSA-N,chemical probe
DELEOBUVIR,Cn1c(C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Br)cn5)n(C)c4c3)CCC2)nc2ccc(/C=C/C(=O)O)cc21,BMAIGAHXAJEULY-UKTHLTGXSA-N,chemical probe
BI-1230,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)CC5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(=O)C(C)C)n3)nc2c1C,YQCVJBZPFAJZFJ-DVUQJCTJSA-N,chemical probe
BI-1388,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)CC5/C=C\CCCCC[C@H](NC(=O)c5ccn(C)n5)C(=O)N4C3)cc(OC(C)C)nc2c1C,WSEPMWSQALXHKW-MRAROMNFSA-N,chemical probe
BI 1002494,COc1cc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc(OC)c1OC,BRYUNLVJDCMANZ-UKRRQHHQSA-N,chemical probe
BI-167107,Cc1ccccc1CC(C)(C)NC[C@H](O)c1ccc(O)c2c1OCC(=O)N2,NWQXBEWHTDRJIP-KRWDZBQOSA-N,chemical probe
NIK-SMI1,COc1cc(C(N)=O)nc(-c2cccc(C#C[C@]3(O)CCN(C)C3=O)c2)c1,LQSHXYHWYGKAMX-FQEVSTJZSA-N,chemical probe
FK228,C/C=C1\NC(=O)[C@H]2CSSCCC=C[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,OHRURASPPZQGQM-HMLXJHLFSA-N,chemical probe
AT1,CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)SCCCCCCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21,SQNZDYHMCMIGGV-TZPPCSJFSA-N,chemical probe
AM-4668,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1ccc([C@H](CC(=O)O)c2ccon2)cc1,BMLGZNVPWRUVNM-IBGZPJMESA-N,chemical probe
CM11,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)C(C)(C)C)cc1,WGJCHHJGGFCCRS-DEYDLUNASA-N,chemical probe
MAP4K2 inhibitor (TL4-12),CNc1cc(Oc2cc(C(=O)Nc3cc(N4CCN(C)CC4)cc(C(F)(F)F)c3)ccc2C)ncn1,HXKJJIMUMNPQQY-UHFFFAOYSA-N,chemical probe
THAL-SNS-032,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCN(CC(=O)NCCOCCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)s2)o1,BXDZOYLPNAIDOC-UHFFFAOYSA-N,chemical probe
GT949,COc1ccc2[nH]c(=O)c(C(c3nnnn3CCc3ccccc3)N3CCN(C4CCCCC4)CC3)cc2c1,ZVWPOIUAPXDLMB-UHFFFAOYSA-N,chemical probe
BI-4659,CCNC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN(C)C)cc1)c1ccccc1,YLJGNMFEAJARMT-IZHYLOQSSA-N,chemical probe
BI-0314,N=C(N)Nc1cc(C2CCNCC2)cc(C(F)(F)F)c1,SVJLJEMEWHBCNB-UHFFFAOYSA-N,chemical probe
TP-238,CN(C)CCCOc1ccc(-c2cc(NCCCn3cccn3)nc(S(C)(=O)=O)n2)cc1,MSIJJXOWLFOYIN-UHFFFAOYSA-N,chemical probe
VinSpinIn,CC1(C)C(N)=Nc2cc(OCCCN3Cc4ccc(OCCc5cn(CC(=O)N6CCC(CCN7CCCC7)CC6)nn5)cc4C3)c(OCC3CC3)cc21,XPEJZXWPKDAYFX-UHFFFAOYSA-N,chemical probe
dTRIM24,CCCOc1cccc(Oc2cc3c(cc2NS(=O)(=O)c2cccc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCc4ccc(-c5scnc5C)cc4)C(C)(C)C)c2)n(C)c(=O)n3C)c1,QUQTXFIMYFMULC-OGOZKGDESA-N,chemical probe
dTAG-13,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1ccccc1OCC(=O)NCCCCCCOc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)c1cc(OC)c(OC)c(OC)c1,BJFBRLAWLPZOMJ-QHVFGHLPSA-N,chemical probe
dBRD9,COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN(C)CC(=O)NCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,AIOCFZJGGGEWDK-UHFFFAOYSA-N,chemical probe
dBET6,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCCCNC(=O)COc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,JGQPZPLJOBHHBK-UFXYQILXSA-N,chemical probe
YKL-06-061,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCC1)C(=O)N(c1c(C)cccc1C)C2,GVBAXIVNAHMIGH-UHFFFAOYSA-N,chemical probe
YKL-05-099,COc1ccc(N2C(=O)N(c3c(C)cccc3C)Cc3cnc(Nc4ccc(C5CCN(C)CC5)cc4OC)nc32)nc1,TYEOGVRUOMTHGC-UHFFFAOYSA-N,chemical probe
XY-02-082,Nc1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)C(F)(F)P(=O)(O)OCCNC(=O)CCl)[C@@H](O)[C@H]3O)c2[nH]1,USGHGXUEJRLJBM-ZRFIDHNTSA-N,chemical probe
TL6-144,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,UGXCBYVBIJACEK-UHFFFAOYSA-N,chemical probe
JH-IX-179,CN(C)CCCn1cc(-c2ccc3c(c2)-c2[nH]c4cc(-c5cn[nH]c5)ccc4c2C3=O)cn1,JRJKATLTRNXYCE-UHFFFAOYSA-N,chemical probe
HG-7-85-01,CCN1CCN(Cc2ccc(NC(=O)c3cccc(-c4ccc5nc(NC(=O)C6CC6)sc5n4)c3)cc2C(F)(F)F)CC1,VTWWRKFUHCSCEW-UHFFFAOYSA-N,chemical probe
FRF-01-116,C=CC(=O)N1CCN(c2nc(NCCC(=O)N(C)C)nc3cc(-c4ccccc4F)c(Cl)cc23)CC1,WYQMBBLBBATMIN-UHFFFAOYSA-N,chemical probe
FMF-03-145-1,CCC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)cc2)cc1,KGXBCWANASZZQG-UHFFFAOYSA-N,chemical probe
FMF-02-063-1,Cc1ccc2c(c1)C(=O)N(C)c1cnc(Nc3cccc(S(=O)(=O)N4CCC(O)CC4)c3)nc1N2C,GHKMIOAEPALCFS-UHFFFAOYSA-N,chemical probe
FMF-01-086-2,C=CC(=O)Nc1ccc(C(=O)Nc2ccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)cc2)cc1,CPKWRHVMDOSXKE-UHFFFAOYSA-N,chemical probe
CVM-6-139-1,O=C1NC(=O)/C(=C\c2c[nH]c(=O)c(-c3ccc(N4CCNCC4)nc3)c2)S1,YHUKWWWCNSTFHL-RIYZIHGNSA-N,chemical probe
BAY-1816032,COc1cnccc1Nc1nc(-c2nn(Cc3c(F)cc(OCCO)cc3F)c3ccccc23)ncc1OC,QVOGVAVHOLLLAZ-UHFFFAOYSA-N,chemical probe
WM-1119,O=C(NNS(=O)(=O)c1ccccc1F)c1cc(F)cc(-c2ccccn2)c1,QLXULUNLCRKWRD-UHFFFAOYSA-N,chemical probe
CFI-402257,Cc1cc(-c2cnn3c(NC[C@H]4C[C@@](C)(O)C4)cc(Oc4cccnc4)nc23)ccc1C(=O)NC1CC1,PMQUGSPFUBGJCZ-CHOKWEPUSA-N,chemical probe
ML-226,CCC1CCCCN1C(=O)n1ncc(C(O)(c2ccccc2)c2ccccc2)n1,DGRUIUDIVFCWMX-UHFFFAOYSA-N,chemical probe
IMP-1088,Cc1nn(C)c(C)c1CCOc1c(-c2ccc3c(c2)c(CN(C)C)nn3C)ccc(F)c1F,SOXNKJCQBRQUMS-UHFFFAOYSA-N,chemical probe
BAY-1797,NS(=O)(=O)c1cc(NC(=O)Cc2ccccc2)ccc1Oc1cccc(Cl)c1,CSJYMAFXYMYNCK-UHFFFAOYSA-N,chemical probe
TP-020,Cn1nc(C(F)(F)F)cc1-c1cnc(N2CCc3cc(S(=O)(=O)Nc4c(F)cc(Cl)cc4F)cc(N4CCCC4=O)c32)nc1,VSZRYLHBOKTNBO-UHFFFAOYSA-N,chemical probe
BAY-885,CN1CCN(c2cnc3c(C4CCN(C(=O)c5ccc(OC(F)(F)F)cc5N)CC4)ncnc3c2)CC1,QXURFIGBRGWPQD-UHFFFAOYSA-N,chemical probe
FTBMT,Cc1cc(-n2nc(Cc3cc(F)cc(C(F)(F)F)c3)nc2C)ccc1C(N)=O,TYXSIXOYTBHZFA-UHFFFAOYSA-N,chemical probe
BI-2540,Cc1c(NC(=O)COc2ccc(Cl)cc2C(=O)c2cc(F)cc(C(F)(F)F)c2)ccc(C(=O)O)c1F,WPEKGNGDNFRRMH-UHFFFAOYSA-N,chemical probe
BI-1942,CC[C@H](CC(=O)O)n1c(=O)c2ncccc2n(Cc2cn(C)c3cc(C)cc(C)c23)c1=O,PCJVXTDIDUMIRR-QGZVFWFLSA-N,chemical probe
GNE-2861,COCCNc1nc2ccc(C#CC3(O)CCCCC3)cc2n1-c1ccnc(N)n1,RZXMIHOUHYSGJO-UHFFFAOYSA-N,chemical probe
GSK8612,Cc1nn(CC(F)(F)F)cc1Nc1ncc(Br)c(NCc2ccc(S(N)(=O)=O)cc2)n1,FFPHMUIGESPOTK-UHFFFAOYSA-N,chemical probe
DO264,FC(F)(F)Oc1ccc(Oc2ccnc(N3CCC(NC(=S)Nc4cccnc4)CC3)c2Cl)c(Cl)c1,PIEQDBPBBQPLPL-UHFFFAOYSA-N,chemical probe
9-6-24,Cc1ccc2[nH]c(CNCCCOc3ccccc3)cc(=O)c2c1,RPHDOVLXDYWDGF-UHFFFAOYSA-N,chemical probe
T3-CLK,CN1CCN(C(=O)C(C)(C)c2ccc(C(=O)Nc3cn4cc(-c5ccncc5)ccc4n3)cc2)CC1,IEFFSHLHNYVSEF-UHFFFAOYSA-N,chemical probe
BAY-784,O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1ccc2c(c1)C1(CCS(=O)(=O)CC1)[C@H](C1CC1)N2S(=O)(=O)c1ccc(F)cc1,PZGSYNNVPNLHQG-SANMLTNESA-N,chemical probe
BAY-293,CNCc1ccccc1-c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1,WEGLOYDTDILXDA-OAHLLOKOSA-N,chemical probe
ABBV-744,CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,OEDSFMUSNZDJFD-UHFFFAOYSA-N,chemical probe
MRK-740,COc1cc(OC)cc(-c2noc(N3CCN(C)C4(CCN(c5ccnc(C)c5)CC4)C3)n2)c1,NZYTZRHHBAJPKN-UHFFFAOYSA-N,chemical probe
BI-9321,Cc1cc(CN)cc(C)c1-c1ncn(C)c1-c1ccnc2cc(F)ccc12,WOAOENGFAAUUGT-UHFFFAOYSA-N,chemical probe
NVS-BPTF-1,Cc1c(Nc2ccc(S(=O)(=O)N3CCN(C)CC3)cc2F)nc2ccc(-c3cnn(C4CC4)c3)cn2c1=O,JYTISQGEFSHUIR-UHFFFAOYSA-N,chemical probe
ARS-1620,C=CC(=O)N1CCN(c2ncnc3c(F)c(-c4c(O)cccc4F)c(Cl)cc23)CC1,ZRPZPNYZFSJUPA-UHFFFAOYSA-N,chemical probe
PZ2891,CC(C)c1ccc(CC(=O)N2CCN(c3ccc(C#N)nn3)CC2)cc1,LGWDVWIZDPGCFG-UHFFFAOYSA-N,chemical probe
PF-06869206,Cc1[nH]c2c(N3CCO[C@H](CO)C3)c(C#N)c(C(F)(F)F)nc2c1Cl,ATFQBBCQZKVZJN-QMMMGPOBSA-N,chemical probe
MZP-54,CC(=O)N1c2ccc(-c3ccc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCc4ccc(-c5scnc5C)cc4)C(C)(C)C)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C,FYSWLIFIYIVHPI-DDWISSAJSA-N,chemical probe
GNE-049,CC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1,LWXLECMNBTVASW-UHFFFAOYSA-N,chemical probe
QC6352,CN(c1ccccc1)c1ccc2c(c1)CCC[C@H]2CNc1cnccc1C(=O)O,XSMABFRQESMONQ-SFHVURJKSA-N,chemical probe
AMG 176,CO[C@H]1/C=C/C[C@H](C)[C@@H](C)S(=O)(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,JQNINBDKGLWYMU-GEAQBIRJSA-N,chemical probe
TAK-243,NS(=O)(=O)OC[C@H]1C[C@@H](Nc2ccnc3cc(-c4cccc(SC(F)(F)F)c4)nn23)[C@H](O)[C@@H]1O,KJDAGXLMHXUAGV-DGWLBADLSA-N,chemical probe
BAY1125976,NC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,JBGYKRAZYDNCNV-UHFFFAOYSA-N,chemical probe
GNE-886,C=CCn1cc(C(=O)N(C)C2CCN(c3cc(-c4cccc(OC)c4)ncn3)CC2)c2cc[nH]c2c1=O,ZKIRTFGYQVXNGL-UHFFFAOYSA-N,chemical probe
GNE-781,CNC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1,CQCWHSDMJBAGDC-UHFFFAOYSA-N,chemical probe
ULK-101,O=C(N[C@@H](C1CC1)C(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(F)cc4)cnc23)cs1,PFZRXJIYAFANHP-IBGZPJMESA-N,chemical probe
Nidufexor,Cn1nc(C(=O)N(Cc2ccccc2)Cc2ccc(C(=O)O)cc2)c2c1-c1cc(Cl)ccc1OC2,JYTIXGYXBIBOMN-UHFFFAOYSA-N,chemical probe
MU1210,Cn1cc(-c2ccc3occ(-c4cccc(-c5ccncc5)c4)c3n2)cn1,HEAGNKNMQVIVMM-UHFFFAOYSA-N,chemical probe
TH5427,Cn1c(=O)c2c(nc(N3CCNCC3)n2Cc2nnc(-c3ccc(Cl)c(Cl)c3)o2)n(C)c1=O,QXCXMVYVUHVFLP-UHFFFAOYSA-N,chemical probe
Vimirogant,CCS(=O)(=O)c1ccc(CNC(=O)c2cnc3c(c2)CN(C[C@H]2CC[C@H](C(F)(F)F)CC2)[C@H]3C(C)C)nc1,XUYMIRYNRKXKOR-HMHJJOSWSA-N,chemical probe
ML 252,CC[C@H](C(=O)Nc1ccccc1N1CCCC1)c1ccccc1,FROGGFONBYACJB-KRWDZBQOSA-N,chemical probe
BIII 277CL,CO[C@H](C)CN1CC[C@]2(C)c3ccc(O)cc3C[C@@H]1C2(C)C,QPWYZQIIZHEABR-OMWUSAIZSA-N,chemical probe
BIII 890CL ,CC(CN1CC[C@]2(C)c3cccc(O)c3C[C@@H]1C2(C)C)OCc1ccccc1,VCCBCXVFGHTDQN-RWFYWGMNSA-N,chemical probe
BI-2051,N#Cc1ccc(C#CC[C@@H](C#N)NC(=O)[C@@H]2CCCCN2)cc1F,XFLXOPFMUQXKTL-RDJZCZTQSA-N,chemical probe
BI-1750,Cc1cc(=O)oc2cc(NC(=O)[C@H](Cc3ccc(I)cc3)NC(=O)[C@H]3N[C@@H]4CC[C@H]3C4)ccc12,SMBGQKRFOLAZJG-JUUKQFNXSA-N,chemical probe
BI-9740,CN1C(=O)Cc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@H]4N[C@@H]5CC[C@H]4C5)c(F)c3)cc21,MNEOBAAFLAQMKF-VKDGWMQASA-N,chemical probe
TP-008,Cc1cnc(-c2cc(Cl)ccc2F)cc1-n1c(=O)n(CC(N)=O)c2cnccc21,LVEUPFUJRKZPEN-UHFFFAOYSA-N,chemical probe
THPP-1,COCCOc1nc(-c2ccc(Cl)nc2)nc2c1CN(C(=O)c1ncn3ccccc13)CC2,JBHLOPKIPKTRSU-UHFFFAOYSA-N,chemical probe
MSD-CYP11B2,CC(C)(O)c1cncc(-c2nc3ccc(F)cc3n2C2CC2)c1,OAMLIJKKGZLNHE-UHFFFAOYSA-N,chemical probe
AMG-18,Cc1ccc2c(NS(=O)(=O)c3ccccc3Cl)cccc2c1Oc1ncccc1-c1ccnc(N[C@H]2CCCNC2)n1,XMWUCMFVDXDRDE-NRFANRHFSA-N,chemical probe
SGC-iMLLT,C[C@H]1CCCN1Cc1nc2cc(NC(=O)c3ccc4c(cnn4C)c3)ccc2[nH]1,QGNDVASWIHEXCL-AWEZNQCLSA-N,chemical probe
BSJ-03-123,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(CCOCCOCCOCCNC(=O)COc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cn3)nc2n(C2CCCC2)c1=O,LUHCYAOYQIFNRN-UHFFFAOYSA-N,chemical probe
SGC6870,Cc1cc(C)cc([C@@H]2c3cc(C)ccc3NC(=O)CN2C(=O)c2ccc(Br)s2)c1,NIPTUMFVYBXSMZ-JOCHJYFZSA-N,chemical probe
BI-3663,COc1cc(C(=O)NCCOCCOCCOCCC(=O)Nc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1,ADTXLFJKQHYGPM-UHFFFAOYSA-N,chemical probe
BI-2852,Cn1cnc(Cn2ccc3ccc(CNCc4[nH]c5ccccc5c4[C@H]4NC(=O)c5ccc(O)cc54)cc32)c1,JYEQLXOWWLNVDX-PMERELPUSA-N,chemical probe
